case_key,case,short_label,execution,run_id,episode,step_start,step_stop_exclusive,n_steps,reward_mean,reward_sum,reward_no_penalty_mean,reward_no_penalty_sum,fallback_penalty_mean,fallback_penalty_sum,diagnostic_unsafe_count,diagnostic_unsafe_rate,diagnostic_unstable_count,diagnostic_unstable_rate,actual_intervention_count,actual_intervention_rate,projection_count,projection_rate,accepted_candidate_count,section16_projection_count,fallback_count,fallback_verified_count,fallback_unverified_count,target_fail_hold_prev_count,solver_fail_hold_prev_count,target_hold_prev_count,solver_hold_prev_count,gart_target_hold_prev_count,gart_solver_hold_prev_count,target_failure_count,min_contraction_margin,max_executed_action_gap_inf,output_rmse_mean,output_max_abs_error,output0_rmse,output1_rmse,output0_max_abs_error,output1_max_abs_error,phase,gate_activity_rate
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,1,0,800,800,-9.601462556978658,-7681.170045582927,-9.601462556978658,-7681.170045582927,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,800,0,0,0,0,0,0,0,0,0,0,0,-15.463494494453217,0.0,0.3316832001089158,2.9821420030287413,0.166554611254495,0.4968117889633366,1.1007910670445606,2.9821420030287413,teacher critic,0.0
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,2,800,1600,800,-12.552211505021596,-10041.769204017275,-12.552211505021596,-10041.769204017275,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,800,0,0,0,0,0,0,0,0,0,0,0,-15.56817795838927,0.0,0.3789783764291748,2.982237696539812,0.1915827642435292,0.5663739886148204,1.0992230932827782,2.982237696539812,teacher critic,0.0
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,3,1600,2400,800,-12.52247679247104,-10017.98143397683,-12.52247679247104,-10017.98143397683,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,800,0,0,0,0,0,0,0,0,0,0,0,-15.460908491108682,0.0,0.3785104610846727,2.980680979299507,0.1914350511294635,0.5655858710398819,1.101511496003908,2.980680979299507,teacher critic,0.0
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,4,2400,3200,800,-12.62888154131262,-10103.105233050095,-12.62888154131262,-10103.105233050095,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,800,0,0,0,0,0,0,0,0,0,0,0,-15.364282572992863,0.0,0.3805419596565275,2.975963211959595,0.1919624944280647,0.5691214248849903,1.100828041816523,2.975963211959595,teacher critic,0.0
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,5,3200,4000,800,-12.609332847438315,-10087.466277950654,-12.609332847438315,-10087.466277950654,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,800,0,0,0,0,0,0,0,0,0,0,0,-15.623118958637264,0.0,0.3807828908256671,3.0039445097096973,0.1917950652437041,0.56977071640763,1.0989485457611017,3.0039445097096973,teacher critic,0.0
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,6,4000,4800,800,-12.53455033860183,-10027.640270881464,-12.53455033860183,-10027.640270881464,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,800,0,0,0,0,0,0,0,0,0,0,0,-15.49954640183779,0.0,0.3783461704540842,2.97493622445478,0.1915687708511927,0.5651235700569758,1.1018185594675032,2.97493622445478,teacher critic,0.0
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,7,4800,5600,800,-12.592846859758522,-10074.277487806818,-12.592846859758522,-10074.277487806818,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,800,0,0,0,0,0,0,0,0,0,0,0,-15.366957124907287,0.0,0.3800458221495617,2.969092563325546,0.1917970340368014,0.5682946102623221,1.1003729505567112,2.969092563325546,teacher critic,0.0
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,8,5600,6400,800,-12.549979933023025,-10039.98394641842,-12.549979933023025,-10039.98394641842,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,800,0,0,0,0,0,0,0,0,0,0,0,-15.664323197679437,0.0,0.3802652000671914,2.984456256548242,0.191157579362642,0.5693728207717409,1.1001773808201745,2.984456256548242,teacher critic,0.0
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,9,6400,7200,800,-12.702217109633922,-10161.773687707138,-12.702217109633922,-10161.773687707138,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,800,0,0,0,0,0,0,0,0,0,0,0,-15.72760744894427,0.0,0.38148473063897,2.994193136966089,0.1926489245020671,0.5703205367758728,1.103930576405991,2.994193136966089,teacher critic,0.0
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,10,7200,8000,800,-12.618781632405316,-10095.025305924251,-12.618781632405316,-10095.025305924251,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,800,0,0,0,0,0,0,0,0,0,0,0,-15.3689014507718,0.0,0.3805178250038961,2.967297464070498,0.1919501220379849,0.5690855279698073,1.1005615044462136,2.967297464070498,teacher critic,0.0
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,11,8000,8800,800,-22.03701262850041,-17629.610102800325,-21.486532113636,-17189.225690908803,0.5504805148644006,440.3844118915205,0,0.0,0,0.0,43,0.05375,0,0.0,757,0,27,27,0,0,0,16,0,16,0,16,-49.151358532569134,0.6296444114285737,0.4669725294949471,3.183523900308842,0.2510023064030263,0.6829427525868681,1.0993367947240156,3.183523900308842,handoff,0.05375
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,12,8800,9600,800,-20.22010918484872,-16176.087347878973,-19.43089464762633,-15544.715718101066,0.7892145372223811,631.3716297779049,0,0.0,0,0.0,49,0.06125,0,0.0,751,0,46,46,0,0,0,3,0,3,0,3,-36.26325138502324,1.9042189633398383,0.4415769508436904,2.712699045089778,0.2300588166311638,0.6530950850562169,0.947730551672274,2.712699045089778,handoff,0.06125
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,13,9600,10400,800,-26.48809319597482,-21190.474556779856,-25.81292460017148,-20650.339680137185,0.6751685958033457,540.1348766426765,0,0.0,0,0.0,41,0.05125,0,0.0,759,0,36,36,0,0,0,5,0,5,0,5,-50.746968672083085,3.023110547216957,0.653284699052319,2.2314919335917693,0.2253657940299057,1.0812036040747324,0.9326395603872086,2.2314919335917693,handoff,0.05125
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,14,10400,11200,800,-16.84552416408587,-13476.419331268697,-15.987875995182243,-12790.300796145795,0.8576481689036285,686.1185351229028,0,0.0,0,0.0,45,0.05625,0,0.0,755,0,35,35,0,0,0,10,0,10,0,10,-69.6667862413218,4.862097878979214,0.4746772066411901,2.828993994328016,0.1879802173700605,0.7613741959123197,1.1772592873350587,2.828993994328016,handoff,0.05625
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,15,11200,12000,800,-10.116709508332574,-8093.367606666059,-9.26664143022453,-7413.313144179623,0.8500680781080436,680.0544624864349,0,0.0,0,0.0,49,0.06125,0,0.0,751,0,44,44,0,0,0,5,0,5,0,5,-57.2755732560787,3.3093994188756515,0.3328931655273339,2.6842649323118053,0.1527670698696276,0.5130192611850402,1.144560629572212,2.6842649323118053,handoff,0.06125
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,16,12000,12800,800,-8.82802799540528,-7062.422396324224,-8.031304421369736,-6425.043537095789,0.7967235740355443,637.3788592284354,0,0.0,0,0.0,41,0.05125,0,0.0,759,0,40,40,0,0,0,1,0,1,0,1,-48.72857532291988,5.179781902575309,0.2806635284844799,2.780588916269778,0.1480699754568298,0.4132570815121301,1.0769678413202757,2.780588916269778,handoff,0.05125
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,17,12800,13600,800,-8.29124217506959,-6632.993740055671,-7.60436201164116,-6083.489609312928,0.6868801634284284,549.5041307427427,0,0.0,0,0.0,32,0.04,0,0.0,768,0,32,32,0,0,0,0,0,0,0,0,-44.58209471459617,4.684778486770647,0.3030414469658845,2.745352088430252,0.1388420547008222,0.4672408392309466,1.063330069223959,2.745352088430252,handoff,0.04
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,18,13600,14400,800,-8.652979793334858,-6922.383834667887,-7.635917361251642,-6108.733889001313,1.0170624320832156,813.6499456665724,0,0.0,0,0.0,36,0.045,0,0.0,764,0,36,36,0,0,0,0,0,0,0,0,-43.21070193078941,7.277751558538709,0.2952921220650895,2.983195559458238,0.1429989434162721,0.447585300713907,1.0825755556730337,2.983195559458238,handoff,0.045
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,19,14400,15200,800,-7.878468470453772,-6302.774776363018,-7.171100591427876,-5736.880473142301,0.7073678790258953,565.8943032207162,0,0.0,0,0.0,12,0.015,0,0.0,788,0,12,12,0,0,0,0,0,0,0,0,-41.19225664404081,8.318961467372448,0.278309294028683,3.00104471498986,0.1416119181684194,0.4150066698889465,1.0872794576946672,3.00104471498986,handoff,0.015
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,20,15200,16000,800,-8.014546872863216,-6411.637498290573,-7.2890111864901534,-5831.208949192122,0.7255356863730619,580.4285490984495,0,0.0,0,0.0,17,0.02125,0,0.0,783,0,17,17,0,0,0,0,0,0,0,0,-41.21824816474697,8.04525005433178,0.2825379932912946,2.89422694812896,0.1421510901464427,0.4229248964361464,1.09318174494332,2.89422694812896,handoff,0.02125
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,21,16000,16800,800,-8.263536346856936,-6610.829077485549,-7.240300648731252,-5792.2405189850015,1.0232356981256847,818.5885585005477,0,0.0,0,0.0,32,0.04,0,0.0,768,0,32,32,0,0,0,0,0,0,0,0,-39.24616009648042,8.933926464195638,0.2792838737384301,2.933895234198417,0.1406541416288303,0.4179136058480299,1.0952421825997,2.933895234198417,full RL,0.04
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,22,16800,17600,800,-7.795996272166929,-6236.797017733543,-6.812765001722347,-5450.212001377878,0.983231270444582,786.5850163556657,0,0.0,0,0.0,49,0.06125,0,0.0,751,0,49,49,0,0,0,0,0,0,0,0,-39.57875198629182,2.58837715156963,0.2582330021335604,2.786462120009219,0.1353444178177494,0.3811215864493714,1.0801501914509313,2.786462120009219,full RL,0.06125
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,23,17600,18400,800,-9.85976591320565,-7887.812730564519,-8.099255170808533,-6479.404136646826,1.760510742397116,1408.4085939176928,0,0.0,0,0.0,43,0.05375,0,0.0,757,0,43,43,0,0,0,0,0,0,0,0,-37.6420115113234,11.688067161611272,0.285238529314573,3.0859182282237043,0.1498646360710115,0.4206124225581346,1.1163478972853031,3.0859182282237043,full RL,0.05375
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,24,18400,19200,800,-8.13459410257197,-6507.675282057577,-7.277911197446127,-5822.328957956902,0.8566829051258434,685.3463241006748,0,0.0,0,0.0,39,0.04875,0,0.0,761,0,37,37,0,0,0,2,0,2,0,2,-37.00826897234532,3.801620012106063,0.2639435622136327,2.694100160445032,0.1423385598753908,0.3855485645518745,1.101228673174516,2.694100160445032,full RL,0.04875
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,25,19200,20000,800,-9.207940228640672,-7366.352182912538,-7.921763326256192,-6337.410661004954,1.2861769023844822,1028.941521907586,0,0.0,0,0.0,30,0.0375,0,0.0,770,0,27,27,0,0,0,3,0,3,0,3,-39.319357446547485,9.459164027112283,0.2867132859179939,2.845661732078213,0.1475957121011863,0.4258308597348015,1.111244535162931,2.845661732078213,full RL,0.0375
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,26,20000,20800,800,-9.979761674339898,-7983.809339471918,-8.469735339242142,-6775.788271393714,1.5100263350977554,1208.0210680782045,0,0.0,0,0.0,38,0.0475,0,0.0,762,0,36,36,0,0,0,2,0,2,0,2,-43.14858501326404,9.291073069076074,0.2859777747538413,2.905637840285749,0.152544383762373,0.4194111657453095,1.116760961981022,2.905637840285749,full RL,0.0475
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,27,20800,21600,800,-10.337671237971712,-8270.13699037737,-8.436587621725284,-6749.270097380228,1.9010836162464293,1520.8668929971434,0,0.0,0,0.0,39,0.04875,0,0.0,761,0,38,38,0,0,0,1,0,1,0,1,-44.67908097105425,7.899970617088204,0.2710658927974004,2.935723002810789,0.1488096194988217,0.3933221660959791,1.1006223726363094,2.935723002810789,full RL,0.04875
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,28,21600,22400,800,-11.65392360486599,-9323.138883892792,-9.116329019265386,-7293.06321541231,2.5375945856006017,2030.0756684804812,0,0.0,0,0.0,52,0.065,0,0.0,748,0,52,52,0,0,0,0,0,0,0,0,-44.59229600430905,9.116482631226374,0.2907185002248609,3.009971622122066,0.1558650262098691,0.4255719742398526,1.1259809304977093,3.009971622122066,full RL,0.065
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,29,22400,23200,800,-9.615431423036364,-7692.345138429091,-8.091239151575289,-6472.991321260231,1.5241922714610732,1219.3538171688583,0,0.0,0,0.0,40,0.05,0,0.0,760,0,40,40,0,0,0,0,0,0,0,0,-41.63675537355118,5.777276954224076,0.2719119431945919,2.855907441780232,0.1475392199062157,0.396284666482968,1.1019886903299598,2.855907441780232,full RL,0.05
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,30,23200,24000,800,-8.275588021402339,-6620.470417121871,-6.780469247057535,-5424.375397646028,1.4951187743448038,1196.095019475843,0,0.0,0,0.0,60,0.075,0,0.0,740,0,59,59,0,0,0,1,0,1,0,1,-39.47876253182466,4.33257269404737,0.2404393723360288,2.7224239993675496,0.1361046157049535,0.3447741289671042,1.097339857780938,2.7224239993675496,full RL,0.075
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,31,24000,24800,800,-9.998981688217762,-7999.18535057421,-7.917208029245121,-6333.766423396097,2.0817736589726428,1665.4189271781142,0,0.0,0,0.0,62,0.0775,0,0.0,738,0,61,61,0,0,0,1,0,1,0,1,-39.91658027897131,8.225306969176362,0.2611335565904987,2.8928733638639983,0.146662143142421,0.3756049700385764,1.123118203757759,2.8928733638639983,full RL,0.0775
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,32,24800,25600,800,-10.795947731598323,-8636.75818527866,-8.016494111970475,-6413.195289576381,2.779453619627851,2223.562895702281,0,0.0,0,0.0,67,0.08375,0,0.0,733,0,66,66,0,0,0,1,0,1,0,1,-44.90806918221858,9.275865647150098,0.2546394885109186,2.948759835584553,0.1437499065755518,0.3655290704462854,1.1624037201172848,2.948759835584553,full RL,0.08375
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,33,25600,26400,800,-11.847067694456776,-9477.654155565422,-8.439259961584575,-6751.40796926766,3.407807732872204,2726.246186297763,0,0.0,0,0.0,71,0.08875,0,0.0,729,0,68,68,0,0,0,3,0,3,0,3,-36.69538619017669,11.05325552700633,0.2569482010862274,2.9972126657758054,0.1462261618350519,0.367670240337403,1.0835250288623195,2.9972126657758054,full RL,0.08875
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,34,26400,27200,800,-10.827842114217802,-8662.273691374241,-7.980734997008549,-6384.587997606839,2.8471071172092537,2277.685693767403,0,0.0,0,0.0,81,0.10125,0,0.0,719,0,75,75,0,0,0,5,1,5,1,5,-40.54273336710793,6.609160776030333,0.2477144741579455,2.6459297865649773,0.140987877057426,0.3544410712584649,1.098223782739526,2.6459297865649773,full RL,0.10125
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,35,27200,28000,800,-13.427584950056971,-10742.067960045575,-8.836795838711435,-7069.436670969148,4.590789111345538,3672.63128907643,0,0.0,0,0.0,67,0.08375,0,0.0,733,0,63,63,0,0,0,4,0,4,0,4,-42.397241182400535,15.904739390829192,0.2574206166685231,2.9052353803221536,0.1423609289427634,0.3724803043942828,1.1063536704450798,2.9052353803221536,full RL,0.08375
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,36,28000,28800,800,-13.873284864861262,-11098.62789188901,-9.088057757210333,-7270.446205768267,4.785227107650926,3828.181686120741,0,0.0,0,0.0,62,0.0775,0,0.0,738,0,58,58,0,0,0,4,0,4,0,4,-43.41248124212956,13.023421347925606,0.2881246340314988,3.0993142949807293,0.1420390347791164,0.4342102332838813,1.1248186080719735,3.0993142949807293,full RL,0.0775
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,37,28800,29600,800,-12.018527741251471,-9614.82219300118,-7.696128764824142,-6156.903011859314,4.3223989764273325,3457.919181141866,0,0.0,0,0.0,68,0.085,0,0.0,732,0,64,64,0,0,0,4,0,4,0,4,-38.74964161127952,15.404460893556054,0.2516867053306033,2.800238813859039,0.1336205025873672,0.3697529080738393,1.0526299226873397,2.800238813859039,full RL,0.085
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,38,29600,30400,800,-13.483317840257593,-10786.654272206071,-9.004256260051001,-7203.4050080408015,4.479061580206589,3583.249264165272,0,0.0,0,0.0,67,0.08375,0,0.0,733,0,62,62,0,0,0,5,0,5,0,5,-43.32525208632893,12.2538058908353,0.2774305331084317,3.110698952598,0.1390110482059341,0.4158500180109294,1.1082667989718078,3.110698952598,full RL,0.08375
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,39,30400,31200,800,-12.858718675766454,-10286.974940613163,-9.06873662663826,-7254.989301310607,3.789982049128196,3031.9856393025566,0,0.0,0,0.0,65,0.08125,0,0.0,735,0,58,58,0,0,0,7,0,7,0,7,-42.23304716260191,9.875749553945733,0.298537859632469,3.166007139750434,0.1439261460665645,0.4531495731983735,1.1142804117957832,3.166007139750434,full RL,0.08125
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,40,31200,32000,800,-11.769030563614944,-9415.224450891956,-8.354184684394433,-6683.347747515546,3.4148458792205134,2731.8767033764107,0,0.0,0,0.0,67,0.08375,0,0.0,733,0,61,61,0,0,0,6,0,6,0,6,-43.013249300278574,8.500649893701693,0.2782320459985394,3.146988969426218,0.1365180153548664,0.4199460766422124,1.114304456609695,3.146988969426218,full RL,0.08375
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,41,32000,32800,800,-12.035383463152993,-9628.306770522397,-8.173073621842818,-6538.458897474254,3.862309841310176,3089.847873048141,0,0.0,0,0.0,69,0.08625,0,0.0,731,0,62,62,0,0,0,7,0,7,0,7,-48.304651741667726,9.759726278818077,0.2569471534862225,2.4189244777671206,0.1374793532456899,0.3764149537267552,1.148122842181185,2.4189244777671206,full RL,0.08625
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,42,32800,33600,800,-13.51776569594722,-10814.212556757777,-9.13807523882017,-7310.460191056136,4.379690457127051,3503.752365701641,0,0.0,0,0.0,65,0.08125,0,0.0,735,0,59,59,0,0,0,6,0,6,0,6,-37.15686184684375,16.459687907230197,0.2863322774519308,3.088820098294093,0.1415397610527173,0.4311247938511443,1.1029939801228377,3.088820098294093,full RL,0.08125
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,43,33600,34400,800,-13.312412197073916,-10649.929757659133,-9.136973280098813,-7309.578624079049,4.175438916975104,3340.351133580083,0,0.0,0,0.0,67,0.08375,0,0.0,733,0,63,63,0,0,0,4,0,4,0,4,-45.38414552693604,10.317871753391646,0.2886388362386445,3.000757939490427,0.1480589369312366,0.4292187355460525,1.1294387143844862,3.000757939490427,full RL,0.08375
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,44,34400,35200,800,-14.235895483954767,-11388.716387163817,-9.633439704539995,-7706.751763631997,4.602455779414772,3681.964623531817,0,0.0,0,0.0,85,0.10625,0,0.0,715,0,78,78,0,0,0,7,0,7,0,7,-46.6507907304877,10.047387146845717,0.2863328369774418,2.980169934693606,0.1527506383607148,0.4199150355941687,1.133818552588846,2.980169934693606,full RL,0.10625
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,45,35200,36000,800,-12.80518416911525,-10244.1473352922,-8.179954821265621,-6543.963857012497,4.625229347849631,3700.183478279705,0,0.0,0,0.0,61,0.07625,0,0.0,739,0,57,57,0,0,0,3,1,3,1,3,-48.5553135216058,17.812267128619645,0.2669428962262184,3.137824393387234,0.13060251119932,0.4032832812531168,1.1009210594167236,3.137824393387234,full RL,0.07625
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,46,36000,36800,800,-11.39044874766459,-9112.358998131673,-8.021723157630786,-6417.378526104629,3.3687255900338062,2694.980472027045,0,0.0,0,0.0,71,0.08875,0,0.0,729,0,64,64,0,0,0,7,0,7,0,7,-44.341970534636175,10.547457414189836,0.268509045276699,2.915719595397036,0.1418496249194087,0.3951684656339893,1.1356806279598746,2.915719595397036,full RL,0.08875
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,47,36800,37600,800,-9.305018025466348,-7444.014420373079,-6.94148705540175,-5553.1896443214,2.3635309700645992,1890.8247760516797,0,0.0,0,0.0,64,0.08,0,0.0,736,0,56,56,0,0,0,7,1,7,1,7,-49.80436794689541,10.141215908527377,0.2420466228062871,2.9489926195481075,0.1354387481786123,0.3486544974339619,1.156499360445033,2.9489926195481075,full RL,0.08
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,48,37600,38400,800,-8.217490172733067,-6573.992138186453,-6.117073788084481,-4893.659030467585,2.100416384648585,1680.3331077188682,0,0.0,0,0.0,75,0.09375,0,0.0,725,0,68,68,0,0,0,7,0,7,0,7,-47.66085218377697,9.963897699563702,0.2253373071697847,2.8194359795755304,0.1252958641975518,0.3253787501420176,1.124858717657511,2.8194359795755304,full RL,0.09375
cold_gate,Cold start + gate,Cold gate,2,20260619_174127,49,38400,39200,800,-7.999273886292186,-6399.419109033749,-6.002846197757735,-4802.276958206188,1.996427688534452,1597.1421508275616,0,0.0,0,0.0,79,0.09875,0,0.0,721,0,72,72,0,0,0,7,0,7,0,7,-47.596796821010685,8.595844111211019,0.2254750365196074,2.8025337741194107,0.1237766714372285,0.3271734016019862,1.110085974159472,2.8025337741194107,full RL,0.09875
